CCC(CC)NC(=O)[C@H]1CC(=O)N(C1)c2ccc(cc2)F,4.27
Cc1nc(cc(n1)[C@H]2CCCCN2C(=O)COC)c3nccs3,5.15
Cn1c(=O)c(c(n(c1=O)C)Oc2ccccc2Br)C#N,3.67
CN(c1ccccc1)C(=O)c2cc(on2)c3ccc4c(c3)OCCO4,5.58
c1ccc(cc1)C(=O)Nc2c3ccsc3ncn2,5.86
CCCNC(=O)c1c(c2ncc(cn2n1)Br)Br,5.3
c1cncc(c1)/C=N/c2ccc(cc2)/N=C/c3cnccc3,6.67
C1CCC(C1)n2c3c(c(=S)[nH]c2=O)CCC3,4.47
C[C@H](C(=O)NCCOc1ccc(cc1)OC)Oc2ccccc2C(C)C,4.37
CCCC(=O)Nc1ccc(cc1)[C@H]2[C@H](N(C(=O)CO2)CC(C)C)CO,4.46
COC(=O)Cc1ccc(cc1)OCc2nc(no2)c3ccccc3,5.01
CCOC(=O)[C@@H]1[C@@H](n2c3ccccc3nc2N(C1=O)CCc4ccccc4)c5ccc(cc5)C,4.56
COC(=O)c1c(c2c(c(c(nc2s1)N)C#N)c3ccccc3)N,5.17
Cc1ccc(c(c1)[N@@](CC(=O)N(Cc2ccc(cc2)F)[C@H](C)C(=O)NC)S(=O)(=O)N(C)C)C,4.98
CCCCC(=O)Nc1cccc(c1)c2[nH]c(=O)cc(n2)C,5.56
CN(CC(=O)Nc1c(cccc1Cl)Cl)C(=O)c2ccc(c(c2)Br)OC,4.86
Cc1ccc(cc1C)/C=C/C(=O)c2cccs2,4.56
CCCCOc1ccc(cc1)N2C(=O)/C(=C/c3c4ccccc4ccc3OC)/C(=O)NC2=O,4.64
CCOc1ccc(cc1)S(=O)(=O)[N@](C)CC(=O)Nc2cc([nH]n2)c3cccc(c3)F,5.7
CCOc1ccccc1NC(=O)c2cc(ccc2F)S(=O)(=O)NCc3ccc(cc3)OC,4.97
Cc1ccc(c(c1)NC(=O)[C@@H]2CCC[N@](C2)S(=O)(=O)c3ccc(c(c3)C)OC)C,6.24
Cc1cc(n2c(n1)c(cn2)S(=O)(=O)c3ccccc3)Sc4ccc(cc4)Cl,6.13
CCn1c(nnc1SCC(=O)Nc2cccc3c2nsn3)c4ccccc4,6.01
c1ccc2c(c1)C(=NS2(=O)=O)NCCC(=O)OCC(=O)c3ccc(cc3)Br,3.76
Cc1cccnc1Nc2ccc(nc2)[C@@H]3C[N@](CCO3)S(=O)(=O)c4ccccc4OC,7.0
COC(=O)c1c2c(nc3ccccc3n2)n(c1N)c4ccc(cc4)S(=O)(=O)N,5.63
c1ccc2c(c1)C=C/C(=C/c3c(nc(s3)N4CCOCC4)N)/C2=O,5.99
c1c(cnc(c1Cl)N2CCC[C@@H]2CO)Cl,4.1
CCc1ccccc1NC(=O)C2CCN(CC2)S(=O)(=O)c3cc(ccc3OCC)Cl,5.42
Cc1nc(c2ccsc2n1)N3CC[C@]4(C3)CCCN(C4=O)C,5.26
CCCCNC(=O)CNS(=O)(=O)c1ccc(cc1)C,4.62
Cc1cc(nc(n1)OC)N[C@@H](C)c2ncc(o2)C,4.99
CCCC(=O)Nc1nc2ccc(cc2s1)NC(=O)COc3ccc(c(c3)C)C,6.09
CN(Cc1cccc(c1)F)C(=O)NCCCOCc2ccccc2,3.77
COc1cc(cc(c1)OC)/N=C/c2cc(ccc2O)Br,3.9
Cc1c(nc(=O)[nH]n1)Nc2cc(cc(c2)Cl)Cl,6.06
Cc1ccc(cc1C(=O)OC)S(=O)(=O)[N@@](C)Cc2cccc3c2cccc3,4.64
Cc1c(snn1)CNC(=O)CSc2nnc(s2)C,6.24
Cn1c(ccn1)C(=O)N2C[C@@H]3[C@H](C2)Oc4c(cccn4)S(=O)(=O)[N@@]3Cc5ccccc5,6.2
COc1ccc(cc1OC)/C=C/c2nn3c(nnc3s2)CSC,4.74
Cc1c2c(nc(n1)C[N@](C)S(=O)(=O)c3ccccc3OC)N(C(=O)CC2)CCC(C)C,4.81
Cc1c(c(=O)[nH]c(n1)SC)CC(=O)Nc2ccc3c(c2)c4c([nH]3)CCCC4,7.21
Cc1ccc(cc1)c2cccc(c2)C[C@@]3(CN(CCO3)C(=O)C)C(=O)NC(C)C,5.53
